Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
29-03-2019,2019,Waterbury,89680,112900,Single Family,Detached House,3,2,960,1.0258995,East
29-03-2019,2019,Waterbury,72240,59000,Single Family,Detached House,3,3,1022,1.0258995,East
29-03-2019,2019,Stamford,294710,386500,Single Family,Detached House,3,3,1098,1.0258995,North
29-03-2019,2019,Greenwich,662620,1275000,Two Family,Duplex,4,3,1386,1.0258995,East
30-03-2019,2019,Waterbury,56520,38500,Single Family,Detached House,3,1,,1.0258995,South
30-03-2019,2019,Bridgeport,136880,150000,Three Family,Triplex,6,4,2185,1.0258995,West
30-03-2019,2019,Norwalk,1391110,2000000,Single Family,Detached House,3,3,1083,1.0258995,East
30-03-2019,2019,,494410,750000,Two Family,Duplex,4,4,1402,1.0258995,North
30-03-2019,2019,,3124870,4162500,Single Family,Detached House,3,1,1002,1.0258995,North
30-03-2019,2019,,344610,305000,?,Detached House,3,3,1045,1.0258995,North
30-03-2019,2019,Stamford,294330,535000,Single Family,Detached House,3,3,950,1.0258995,East
31-03-2019,2019,Greenwich,,1900000,Single Family,Detached House,3,1,1029,1.0258995,West
31-03-2019,2019,Greenwich,3892700,8500000,?,Detached House,3,2,,1.0258995,North
31-03-2019,2019,Fairfield,668570,1030000,Single Family,Detached House,3,1,931,1.0258995,South
03-04-2019,2019,Greenwich,2999710,5100000,Single Family,Detached House,3,1,1040,1.0258995,West
03-04-2019,2019,Stamford,436030,650000,Single Family,Detached House,3,2,972,1.0258995,East
03-04-2019,2019,Waterbury,62390,55000,?,Detached House,3,2,,1.0258995,South
03-04-2019,2019,Stamford,,190000,Single Family,Detached House,3,2,1009,1.0258995,East
03-04-2019,2019,Stamford,214740,249375,Single Family,Detached House,3,1,962,1.0258995,South
03-04-2019,2019,Waterbury,89600,132000,Single Family,Detached House,3,2,976,1.0258995,East
03-04-2019,2019,,79240,95000,Single Family,Detached House,3,2,991,1.0258995,West
04-04-2019,2019,Bridgeport,,151000,Single Family,Detached House,3,3,1068,1.0258995,North
04-04-2019,2019,Fairfield,577850,771000,Single Family,Detached House,3,2,,1.0258995,North
05-04-2019,2019,Greenwich,698740,977500,Single Family,Detached House,3,3,949,1.0258995,South
05-04-2019,2019,Bridgeport,149310,139284,Single Family,Detached House,3,3,984,1.0258995,East
05-04-2019,2019,Waterbury,79750,42554,Two Family,Duplex,4,3,1363,1.0258995,North
05-04-2019,2019,Bridgeport,92570,78000,?,Detached House,3,1,,1.0258995,East
06-04-2019,2019,Stamford,225290,201500,Single Family,Detached House,3,1,,1.0258995,East
06-04-2019,2019,Norwalk,195830,317000,Single Family,Detached House,3,1,,1.0258995,East
06-04-2019,2019,Norwalk,515910,619000,?,Detached House,3,2,946,1.0258995,South
10-04-2019,2019,Stamford,512770,585000,Single Family,Detached House,3,2,946,1.0258995,North
10-04-2019,2019,,,157777,Single Family,Detached House,3,2,1035,1.0258995,West
10-04-2019,2019,Fairfield,284200,387500,?,Detached House,3,3,959,1.0258995,East
10-04-2019,2019,Norwalk,250690,420000,Single Family,Detached House,3,1,991,1.0258995,South
10-04-2019,2019,Stamford,318810,405000,Single Family,Detached House,3,2,988,1.0258995,North
11-04-2019,2019,,2351230,3100000,?,Detached House,3,3,1015,1.0258995,East
11-04-2019,2019,Norwalk,212850,185000,Single Family,Detached House,3,1,912,1.0258995,West
12-04-2019,2019,Bridgeport,111720,216000,Single Family,Detached House,3,3,939,1.0258995,East
13-04-2019,2019,Norwalk,241920,319000,Single Family,Detached House,3,3,1043,1.0258995,East
13-04-2019,2019,Norwalk,741700,1735000,Single Family,Detached House,3,1,,1.0258995,East
13-04-2019,2019,Bridgeport,145640,147000,Single Family,Detached House,3,1,,1.0258995,North
17-04-2019,2019,Fairfield,290640,337000,?,Detached House,3,1,1020,1.0258995,East
17-04-2019,2019,Waterbury,,59000,Single Family,Detached House,3,1,1048,1.0258995,North
17-04-2019,2019,Fairfield,,500000,Single Family,Detached House,3,1,1075,1.0258995,West
17-04-2019,2019,Fairfield,426930,672500,Single Family,Detached House,3,2,1049,1.0258995,East
19-04-2019,2019,Greenwich,1350160,2325000,Single Family,Detached House,3,2,,1.0258995,South
19-04-2019,2019,Fairfield,470190,685000,Single Family,Detached House,3,2,961,1.0258995,West
19-04-2019,2019,Fairfield,294910,400000,Single Family,Detached House,3,2,1100,1.0258995,North
19-04-2019,2019,Waterbury,110130,78000,Single Family,Detached House,3,1,1099,1.0258995,West
19-04-2019,2019,Waterbury,95930,129900,Single Family,Detached House,3,2,923,1.0258995,North
20-04-2019,2019,Greenwich,629300,940000,Single Family,Detached House,3,3,907,1.0258995,East
20-04-2019,2019,Bridgeport,140480,185000,Single Family,Detached House,3,2,,1.0258995,South
21-04-2019,2019,,51910,75000,?,Detached House,3,1,1056,1.0258995,South
24-04-2019,2019,Stamford,486760,790000,Single Family,Detached House,3,1,1098,1.0258995,West
24-04-2019,2019,Waterbury,,105000,Single Family,Detached House,3,1,1053,1.0258995,North
24-04-2019,2019,Greenwich,471240,639500,Single Family,Detached House,3,3,993,1.0258995,South
24-04-2019,2019,Norwalk,268170,420000,Single Family,Detached House,3,1,913,1.0258995,East
25-04-2019,2019,,,55000,Three Family,Triplex,6,5,,1.0258995,East
25-04-2019,2019,Bridgeport,118070,130000,Two Family,Duplex,4,2,,1.0258995,South
25-04-2019,2019,Bridgeport,,60000,Single Family,Detached House,3,2,1082,1.0258995,East
26-04-2019,2019,,85650,200000,Two Family,Duplex,4,2,1401,1.0258995,West
26-04-2019,2019,Norwalk,356110,565000,Single Family,Detached House,3,2,1004,1.0258995,East
26-04-2019,2019,Waterbury,60770,69000,Three Family,Triplex,6,6,1965,1.0258995,West
27-04-2019,2019,Bridgeport,91830,86625,Two Family,Duplex,4,3,1333,1.0258995,South
28-04-2019,2019,Greenwich,391440,669000,Single Family,Detached House,3,2,1081,1.0258995,West
28-04-2019,2019,Greenwich,373520,745000,Single Family,Detached House,3,2,903,1.0258995,West
28-04-2019,2019,Fairfield,194040,410000,Single Family,Detached House,3,2,1077,1.0258995,West
28-04-2019,2019,Waterbury,83510,141000,Single Family,Detached House,3,1,986,1.0258995,North
01-05-2019,2019,,197660,225000,Single Family,Detached House,3,1,941,1.0258995,East
01-05-2019,2019,Greenwich,1534190,2475000,?,Detached House,3,2,1049,1.0258995,South
01-05-2019,2019,Stamford,538260,835000,Single Family,Detached House,3,2,905,1.0258995,South
01-05-2019,2019,Greenwich,1047270,1350000,Single Family,Detached House,3,1,937,1.0258995,East
01-05-2019,2019,Bridgeport,119350,196000,Single Family,Detached House,3,3,936,1.0258995,North
01-05-2019,2019,Bridgeport,116180,260000,Single Family,Detached House,3,3,977,1.0258995,South
01-05-2019,2019,Stamford,,550700,Single Family,Detached House,3,2,941,1.0258995,South
01-05-2019,2019,Waterbury,38740,26000,Single Family,Detached House,3,1,,1.0258995,East
02-05-2019,2019,Fairfield,616140,1785000,Single Family,Detached House,3,3,950,1.0258995,North
02-05-2019,2019,Norwalk,181900,166000,Single Family,Detached House,3,1,994,1.0258995,North
02-05-2019,2019,,340170,311500,Single Family,Detached House,3,1,,1.0258995,East
02-05-2019,2019,Norwalk,346930,540000,?,Detached House,3,3,908,1.0258995,South
02-05-2019,2019,Bridgeport,61380,50000,Single Family,Detached House,3,1,934,1.0258995,East
02-05-2019,2019,Bridgeport,97440,136400,Single Family,Detached House,3,3,1040,1.0258995,North
02-05-2019,2019,Stamford,510690,823000,Single Family,Detached House,3,2,937,1.0258995,East
02-05-2019,2019,Greenwich,2404220,3700000,Single Family,Detached House,3,3,1014,1.0258995,East
03-05-2019,2019,Bridgeport,170700,249000,Single Family,Detached House,3,1,1040,1.0258995,South
03-05-2019,2019,Bridgeport,195310,330000,Three Family,Triplex,6,6,1856,1.0258995,West
03-05-2019,2019,Norwalk,253280,175000,?,Duplex,4,2,1243,1.0258995,East
03-05-2019,2019,Fairfield,644490,875000,Single Family,Detached House,3,1,983,1.0258995,South
03-05-2019,2019,Bridgeport,206810,302400,Four Family,Fourplex,8,8,2674,1.0258995,East
04-05-2019,2019,Waterbury,98990,113000,Three Family,Triplex,6,6,1913,1.0258995,East
04-05-2019,2019,Bridgeport,103920,166000,Single Family,Detached House,3,2,916,1.0258995,West
05-05-2019,2019,,,475000,Single Family,Detached House,3,2,992,1.0258995,South
08-05-2019,2019,Greenwich,420070,250000,Two Family,Duplex,4,4,1279,1.0258995,West
08-05-2019,2019,,,3230000,Single Family,Detached House,3,1,959,1.0258995,South
08-05-2019,2019,Bridgeport,94960,126100,?,Detached House,3,1,932,1.0258995,North
08-05-2019,2019,Norwalk,222890,305000,?,Detached House,3,1,,1.0258995,West
08-05-2019,2019,Stamford,384540,420000,Two Family,Duplex,4,3,1268,1.0258995,West
08-05-2019,2019,Greenwich,467180,764900,Single Family,Detached House,3,2,1052,1.0258995,West
08-05-2019,2019,,98290,159000,Single Family,Detached House,3,1,962,1.0258995,South
09-05-2019,2019,Bridgeport,78180,19100,Two Family,Duplex,4,3,1427,1.0258995,North
09-05-2019,2019,Norwalk,178680,275000,Single Family,Detached House,3,3,934,1.0258995,North
10-05-2019,2019,Bridgeport,116310,94000,?,Detached House,3,3,,1.0258995,South
10-05-2019,2019,,73100,45000,Single Family,Detached House,3,3,984,1.0258995,South
11-05-2019,2019,Norwalk,213520,335000,?,Detached House,3,2,1073,1.0258995,North
11-05-2019,2019,,196940,348000,Single Family,Detached House,3,2,1021,1.0258995,West
12-05-2019,2019,Stamford,362030,488000,Single Family,Detached House,3,3,1002,1.0258995,West
12-05-2019,2019,Fairfield,926660,1100000,Single Family,Detached House,3,2,1037,1.0258995,North
12-05-2019,2019,Fairfield,386750,650000,?,Detached House,3,1,989,1.0258995,West
12-05-2019,2019,Greenwich,1182510,2260000,Single Family,Detached House,3,1,934,1.0258995,East
15-05-2019,2019,Fairfield,322000,517000,Single Family,Detached House,3,2,1060,1.0258995,North
15-05-2019,2019,Bridgeport,136770,226000,Single Family,Detached House,3,2,1061,1.0258995,North
15-05-2019,2019,,93680,125000,Single Family,Detached House,3,2,915,1.0258995,North
16-05-2019,2019,Norwalk,,590000,Single Family,Detached House,3,1,,1.0258995,West
16-05-2019,2019,Fairfield,377790,750000,Single Family,Detached House,3,1,991,1.0258995,North
16-05-2019,2019,Stamford,228340,80833,?,Triplex,6,5,2043,1.0258995,South
16-05-2019,2019,Norwalk,304200,149058,Two Family,Duplex,4,4,1244,1.0258995,East
16-05-2019,2019,Bridgeport,,85000,Two Family,Duplex,4,2,1476,1.0258995,East
16-05-2019,2019,Greenwich,,2968500,Single Family,Detached House,3,2,1032,1.0258995,West
16-05-2019,2019,Bridgeport,102350,130000,Single Family,Detached House,3,2,,1.0258995,East
17-05-2019,2019,,333050,695000,Three Family,Triplex,6,5,1967,1.0258995,East
17-05-2019,2019,,103790,133094,?,Detached House,3,1,987,1.0258995,South
18-05-2019,2019,Bridgeport,170290,290000,Two Family,Duplex,4,2,1370,1.0258995,West
18-05-2019,2019,Norwalk,255120,435000,Single Family,Detached House,3,2,978,1.0258995,North
18-05-2019,2019,Fairfield,1257200,1635000,Single Family,Detached House,3,1,907,1.0258995,East
18-05-2019,2019,Fairfield,1325450,1660000,Single Family,Detached House,3,3,1016,1.0258995,South
19-05-2019,2019,Bridgeport,103180,165000,Single Family,Detached House,3,2,960,1.0258995,West
19-05-2019,2019,Norwalk,656450,990000,?,Detached House,3,2,1006,1.0258995,South
19-05-2019,2019,Norwalk,807480,1360000,Single Family,Detached House,3,2,903,1.0258995,West
19-05-2019,2019,Fairfield,747600,1000000,Single Family,Detached House,3,2,1070,1.0258995,South
22-05-2019,2019,Greenwich,689920,955000,Single Family,Detached House,3,1,972,1.0258995,East
22-05-2019,2019,Stamford,261130,420000,Single Family,Detached House,3,2,960,1.0258995,South
22-05-2019,2019,Fairfield,646380,800000,Single Family,Detached House,3,2,1053,1.0258995,West
22-05-2019,2019,Waterbury,68240,28500,Single Family,Detached House,3,1,,1.0258995,West
22-05-2019,2019,Stamford,617160,875000,Single Family,Detached House,3,2,974,1.0258995,South
23-05-2019,2019,Stamford,520500,830000,Single Family,Detached House,3,3,1025,1.0258995,West
23-05-2019,2019,Stamford,200730,322875,Single Family,Detached House,3,3,936,1.0258995,North
23-05-2019,2019,Stamford,,562500,Single Family,Detached House,3,2,1095,1.0258995,East
24-05-2019,2019,Greenwich,614180,1378000,Single Family,Detached House,3,1,944,1.0258995,South
24-05-2019,2019,Bridgeport,,118900,Single Family,Detached House,3,1,1091,1.0258995,West
25-05-2019,2019,Bridgeport,97710,142500,Single Family,Detached House,3,2,973,1.0258995,West
25-05-2019,2019,Norwalk,219740,372000,?,Detached House,3,2,941,1.0258995,East
25-05-2019,2019,Waterbury,88050,117500,Single Family,Detached House,3,1,,1.0258995,West
25-05-2019,2019,Bridgeport,139620,232500,Single Family,Detached House,3,3,,1.0258995,West
25-05-2019,2019,Fairfield,,340000,Single Family,Detached House,3,2,910,1.0258995,East
26-05-2019,2019,Norwalk,317250,516250,Single Family,Detached House,3,3,,1.0258995,North
26-05-2019,2019,Fairfield,306950,341000,Single Family,Detached House,3,2,1017,1.0258995,East
30-05-2019,2019,,70740,61500,?,Detached House,3,1,924,1.0258995,South
30-05-2019,2019,Fairfield,,505500,?,Detached House,3,1,991,1.0258995,East
30-05-2019,2019,Stamford,373590,558500,Single Family,Detached House,3,3,968,1.0258995,East
30-05-2019,2019,Waterbury,83640,57000,Single Family,Detached House,3,3,1066,1.0258995,North
30-05-2019,2019,Stamford,284380,575000,Two Family,Duplex,4,3,,1.0258995,South
30-05-2019,2019,Stamford,417240,621000,Single Family,Detached House,3,3,986,1.0258995,West
30-05-2019,2019,Bridgeport,72560,139800,Single Family,Detached House,3,2,1002,1.0258995,North
30-05-2019,2019,Waterbury,44640,90000,?,Triplex,6,5,2181,1.0258995,South
30-05-2019,2019,Stamford,291120,365000,Single Family,Detached House,3,2,989,1.0258995,North
31-05-2019,2019,Bridgeport,166180,250000,Single Family,Detached House,3,3,904,1.0258995,East
31-05-2019,2019,Bridgeport,116450,159500,?,Detached House,3,2,1032,1.0258995,West
31-05-2019,2019,Greenwich,815640,1200000,Single Family,Detached House,3,3,910,1.0258995,East
31-05-2019,2019,,313040,534950,Single Family,Detached House,3,1,1070,1.0258995,North
01-06-2019,2019,Stamford,456720,445000,Single Family,Detached House,3,3,914,1.0258995,West
01-06-2019,2019,Norwalk,430770,507500,Single Family,Detached House,3,2,1042,1.0258995,North
01-06-2019,2019,Bridgeport,,200000,?,Duplex,4,4,1315,1.0258995,North
01-06-2019,2019,Bridgeport,125770,144000,Single Family,Detached House,3,1,1084,1.0258995,North
01-06-2019,2019,Norwalk,228150,287500,?,Detached House,3,1,1073,1.0258995,South
01-06-2019,2019,Norwalk,,430000,Single Family,Detached House,3,2,925,1.0258995,South
01-06-2019,2019,Stamford,425320,610000,Single Family,Detached House,3,3,932,1.0258995,East
01-06-2019,2019,Greenwich,338590,225000,Two Family,Duplex,4,3,1493,1.0258995,South
01-06-2019,2019,Stamford,301590,560113,Single Family,Detached House,3,3,1032,1.0258995,North
01-06-2019,2019,Fairfield,323540,445000,?,Detached House,3,2,1038,1.0258995,South
01-06-2019,2019,Bridgeport,88560,167500,Two Family,Duplex,4,2,1268,1.0258995,South
01-06-2019,2019,Stamford,368880,410000,?,Detached House,3,3,,1.0258995,South
02-06-2019,2019,Fairfield,829150,1350000,Single Family,Detached House,3,2,,1.0258995,North
02-06-2019,2019,Norwalk,338350,630000,Single Family,Detached House,3,1,976,1.0258995,North
02-06-2019,2019,Waterbury,56580,40000,Single Family,Detached House,3,1,947,1.0258995,West
05-06-2019,2019,,190160,205000,Single Family,Detached House,3,1,990,1.0258995,West
05-06-2019,2019,,884170,1385000,?,Detached House,3,3,1041,1.0258995,South
05-06-2019,2019,Fairfield,,970000,Single Family,Detached House,3,2,968,1.0258995,South
06-06-2019,2019,Bridgeport,,56000,Single Family,Detached House,3,2,909,1.0258995,West
06-06-2019,2019,Fairfield,,700000,Single Family,Detached House,3,2,1016,1.0258995,West
07-06-2019,2019,Fairfield,466760,540000,Single Family,Detached House,3,3,985,1.0258995,East
07-06-2019,2019,Stamford,647580,1579000,Single Family,Detached House,3,2,1083,1.0258995,West
07-06-2019,2019,Waterbury,81900,96000,Single Family,Detached House,3,2,911,1.0258995,East
09-06-2019,2019,,27310,32799,Single Family,Detached House,3,3,993,1.0258995,West
09-06-2019,2019,Fairfield,845040,1300000,Single Family,Detached House,3,1,903,1.0258995,South
09-06-2019,2019,Fairfield,272230,375500,Single Family,Detached House,3,2,1008,1.0258995,South
09-06-2019,2019,Norwalk,153830,240000,Single Family,Detached House,3,2,909,1.0258995,West
12-06-2019,2019,Bridgeport,128980,143000,Two Family,Duplex,4,3,,1.0258995,South
12-06-2019,2019,Fairfield,258930,380000,Single Family,Detached House,3,1,1069,1.0258995,East
12-06-2019,2019,Stamford,335750,585000,Single Family,Detached House,3,2,928,1.0258995,East
13-06-2019,2019,Stamford,246700,525000,Single Family,Detached House,3,1,923,1.0258995,South
13-06-2019,2019,Waterbury,118200,133700,?,Detached House,3,3,1022,1.0258995,East
13-06-2019,2019,Fairfield,315630,508000,Single Family,Detached House,3,3,,1.0258995,East
13-06-2019,2019,Waterbury,,138000,Single Family,Detached House,3,1,920,1.0258995,West
15-06-2019,2019,Norwalk,540890,752050,Single Family,Detached House,3,1,,1.0258995,South
15-06-2019,2019,Stamford,411250,822000,Single Family,Detached House,3,2,982,1.0258995,South
15-06-2019,2019,Waterbury,66770,68000,Single Family,Detached House,3,3,,1.0258995,South
16-06-2019,2019,,222620,370000,Single Family,Detached House,3,2,919,1.0258995,South
16-06-2019,2019,Stamford,406960,725500,?,Detached House,3,2,1069,1.0258995,South
16-06-2019,2019,Bridgeport,99140,80000,Two Family,Duplex,4,2,1392,1.0258995,North
19-06-2019,2019,,353560,665000,Single Family,Detached House,3,1,1008,1.0258995,North
19-06-2019,2019,Bridgeport,85670,125865,Single Family,Detached House,3,2,986,1.0258995,West
19-06-2019,2019,Bridgeport,,75000,Single Family,Detached House,3,2,,1.0258995,South
19-06-2019,2019,Bridgeport,109640,110000,Three Family,Triplex,6,6,2179,1.0258995,West
19-06-2019,2019,Stamford,,677000,Single Family,Detached House,3,2,1006,1.0258995,North
19-06-2019,2019,Norwalk,178310,242000,Single Family,Detached House,3,1,1005,1.0258995,East
19-06-2019,2019,Waterbury,84340,125000,?,Detached House,3,3,,1.0258995,East
20-06-2019,2019,Fairfield,609490,870000,Single Family,Detached House,3,1,971,1.0258995,South
20-06-2019,2019,Fairfield,459410,535000,Single Family,Detached House,3,3,913,1.0258995,East
20-06-2019,2019,Norwalk,269550,385000,Single Family,Detached House,3,1,1004,1.0258995,West
20-06-2019,2019,Stamford,,417000,?,Detached House,3,3,1035,1.0258995,West
21-06-2019,2019,Norwalk,,280000,Two Family,Duplex,4,2,,1.0258995,West
21-06-2019,2019,Greenwich,,795000,Single Family,Detached House,3,1,1004,1.0258995,East
21-06-2019,2019,,298340,957000,Single Family,Detached House,3,2,981,1.0258995,South
22-06-2019,2019,Greenwich,1030330,1465000,Single Family,Detached House,3,3,959,1.0258995,East
22-06-2019,2019,,,269000,Three Family,Triplex,6,5,2120,1.0258995,East
23-06-2019,2019,Greenwich,,780000,Two Family,Duplex,4,2,1259,1.0258995,East
23-06-2019,2019,Greenwich,,1631000,?,Detached House,3,1,1030,1.0258995,South
23-06-2019,2019,Stamford,292720,500000,Single Family,Detached House,3,1,1062,1.0258995,South
23-06-2019,2019,Waterbury,61160,51100,Single Family,Detached House,3,1,1034,1.0258995,South
23-06-2019,2019,Bridgeport,140480,175299,?,Detached House,3,3,957,1.0258995,East
24-06-2019,2019,,1258740,1690000,Single Family,Detached House,3,3,1007,1.0258995,East
26-06-2019,2019,Norwalk,2600,2100000,Single Family,Detached House,3,2,1055,1.0258995,North
26-06-2019,2019,Norwalk,232680,395000,?,Detached House,3,1,1085,1.0258995,East
26-06-2019,2019,Waterbury,59150,32000,?,Fourplex,8,6,2935,1.0258995,East
26-06-2019,2019,Bridgeport,,55000,Three Family,Triplex,6,6,1968,1.0258995,East
26-06-2019,2019,Waterbury,109460,145000,Single Family,Detached House,3,1,1091,1.0258995,South
26-06-2019,2019,,294230,510000,Single Family,Detached House,3,1,993,1.0258995,East
26-06-2019,2019,Norwalk,2539330,3900000,Single Family,Detached House,3,3,1045,1.0258995,East
26-06-2019,2019,Bridgeport,191210,206000,?,Duplex,4,3,1274,1.0258995,North
27-06-2019,2019,Greenwich,2336110,4700000,?,Detached House,3,3,,1.0258995,West
27-06-2019,2019,Fairfield,269850,362500,Single Family,Detached House,3,1,1100,1.0258995,North
27-06-2019,2019,Fairfield,213710,355000,?,Detached House,3,3,,1.0258995,East
27-06-2019,2019,,,133000,Single Family,Detached House,3,1,,1.0258995,North
27-06-2019,2019,,207540,415000,Two Family,Duplex,4,3,1432,1.0258995,West
27-06-2019,2019,Greenwich,639660,1010000,?,Detached House,3,3,1041,1.0258995,West
28-06-2019,2019,Fairfield,627270,870000,Single Family,Detached House,3,3,936,1.0258995,South
29-06-2019,2019,Greenwich,979020,1400000,Single Family,Detached House,3,1,1048,1.0258995,East
29-06-2019,2019,Fairfield,554540,739000,Single Family,Detached House,3,3,1036,1.0258995,West
29-06-2019,2019,Greenwich,1062040,1941500,?,Detached House,3,3,914,1.0258995,South
29-06-2019,2019,,587930,942000,Single Family,Detached House,3,2,1011,1.0258995,West
29-06-2019,2019,,216540,475000,Two Family,Duplex,4,3,1293,1.0258995,East
29-06-2019,2019,Stamford,320800,339000,Single Family,Detached House,3,2,1018,1.0258995,South
29-06-2019,2019,Fairfield,363790,475000,Two Family,Duplex,4,3,1323,1.0258995,West
29-06-2019,2019,Norwalk,254680,418000,Single Family,Detached House,3,2,1091,1.0258995,West
30-06-2019,2019,Waterbury,133580,215000,Single Family,Detached House,3,1,967,1.0258995,East
30-06-2019,2019,Greenwich,547470,150000,Two Family,Duplex,4,3,1341,1.0258995,West
30-06-2019,2019,Fairfield,925190,850000,Single Family,Detached House,3,1,1032,1.0258995,South
30-06-2019,2019,Waterbury,114600,30000,?,Detached House,3,3,,1.0258995,North
30-06-2019,2019,Norwalk,345466,534900,Single Family,Detached House,3,2,1098,1.0258995,East
30-06-2019,2019,Fairfield,,1433450,Single Family,Detached House,3,1,927,1.0258995,West
03-07-2019,2019,Stamford,,357500,?,Detached House,3,1,1024,1.0258995,South
03-07-2019,2019,Fairfield,,270000,Single Family,Detached House,3,2,927,1.0258995,North
03-07-2019,2019,Bridgeport,122940,184500,Single Family,Detached House,3,3,964,1.0258995,North
03-07-2019,2019,,274120,415000,Single Family,Detached House,3,1,933,1.0258995,North
03-07-2019,2019,Bridgeport,126010,246000,?,Detached House,3,2,905,1.0258995,South
03-07-2019,2019,Waterbury,94650,149900,?,Detached House,3,1,971,1.0258995,North
05-07-2019,2019,Norwalk,210550,364000,Single Family,Detached House,3,3,1005,1.0258995,South
05-07-2019,2019,Greenwich,917630,1689000,Single Family,Detached House,3,2,981,1.0258995,North
05-07-2019,2019,Fairfield,298830,597500,?,Detached House,3,3,,1.0258995,East
05-07-2019,2019,Fairfield,221200,237000,?,Detached House,3,3,945,1.0258995,East
05-07-2019,2019,Waterbury,88190,119000,?,Detached House,3,2,950,1.0258995,South
06-07-2019,2019,,1377400,1500000,Single Family,Detached House,3,1,904,1.0258995,South
07-07-2019,2019,,998180,1350000,Single Family,Detached House,3,2,935,1.0258995,West
10-07-2019,2019,Norwalk,346530,550000,Single Family,Detached House,3,1,945,1.0258995,West
10-07-2019,2019,Waterbury,91720,70000,Single Family,Detached House,3,1,1091,1.0258995,West
10-07-2019,2019,Stamford,275120,475000,Two Family,Duplex,4,3,1225,1.0258995,North
10-07-2019,2019,Fairfield,617190,510000,Single Family,Detached House,3,3,1066,1.0258995,East
11-07-2019,2019,Stamford,443460,650000,Single Family,Detached House,3,3,960,1.0258995,North
11-07-2019,2019,Stamford,,708500,Single Family,Detached House,3,2,934,1.0258995,North
11-07-2019,2019,Stamford,290010,500000,Single Family,Detached House,3,1,984,1.0258995,West
11-07-2019,2019,Greenwich,2477300,1950000,Single Family,Detached House,3,3,1021,1.0258995,South
13-07-2019,2019,Fairfield,373450,592500,Single Family,Detached House,3,2,1083,1.0258995,East
13-07-2019,2019,Bridgeport,120220,130000,Two Family,Duplex,4,3,1237,1.0258995,South
13-07-2019,2019,Stamford,350220,485000,Single Family,Detached House,3,1,,1.0258995,East
14-07-2019,2019,Greenwich,1666630,2600000,Single Family,Detached House,3,1,1013,1.0258995,North
14-07-2019,2019,Greenwich,1209810,2100000,Single Family,Detached House,3,1,952,1.0258995,West
17-07-2019,2019,Bridgeport,102170,127500,Single Family,Detached House,3,2,936,1.0258995,West
17-07-2019,2019,,180420,280000,Two Family,Duplex,4,4,1423,1.0258995,East
17-07-2019,2019,Norwalk,449265,620000,Single Family,Detached House,3,1,949,1.0258995,West
17-07-2019,2019,Greenwich,1152690,1660000,Single Family,Detached House,3,3,914,1.0258995,North
17-07-2019,2019,,,735000,Two Family,Duplex,4,2,1380,1.0258995,East
18-07-2019,2019,Norwalk,560860,669000,Single Family,Detached House,3,3,1083,1.0258995,West
18-07-2019,2019,Fairfield,620340,830000,?,Detached House,3,3,924,1.0258995,South
18-07-2019,2019,,201760,575000,?,Detached House,3,3,,1.0258995,East
18-07-2019,2019,Bridgeport,,215000,Single Family,Detached House,3,1,996,1.0258995,South
19-07-2019,2019,Waterbury,78430,129900,Single Family,Detached House,3,1,974,1.0258995,North
19-07-2019,2019,Norwalk,243810,415000,Single Family,Detached House,3,1,1004,1.0258995,North
19-07-2019,2019,Bridgeport,118480,75000,Single Family,Detached House,3,1,946,1.0258995,East
20-07-2019,2019,Fairfield,238140,1171300,Single Family,Detached House,3,2,1042,1.0258995,North
20-07-2019,2019,Waterbury,89980,110000,?,Detached House,3,1,1011,1.0258995,West
20-07-2019,2019,Bridgeport,,160000,?,Duplex,4,2,1236,1.0258995,West
20-07-2019,2019,Waterbury,112420,60000,?,Detached House,3,3,1059,1.0258995,North
20-07-2019,2019,Greenwich,,1375000,Single Family,Detached House,3,2,918,1.0258995,West
20-07-2019,2019,Stamford,400000,635000,Single Family,Detached House,3,3,909,1.0258995,West
21-07-2019,2019,Fairfield,340340,549950,Single Family,Detached House,3,1,974,1.0258995,East
24-07-2019,2019,Stamford,462250,599000,Single Family,Detached House,3,1,935,1.0258995,North
25-07-2019,2019,Norwalk,199100,395000,Single Family,Detached House,3,3,965,1.0258995,North
25-07-2019,2019,Bridgeport,68860,38000,Single Family,Detached House,3,2,,1.0258995,South
25-07-2019,2019,Bridgeport,236430,385000,Single Family,Detached House,3,1,1068,1.0258995,West
26-07-2019,2019,,319950,52650,Two Family,Duplex,4,3,1240,1.0258995,North
26-07-2019,2019,Fairfield,224560,290000,Single Family,Detached House,3,2,962,1.0258995,East
26-07-2019,2019,Norwalk,208250,216500,Single Family,Detached House,3,3,1003,1.0258995,South
26-07-2019,2019,Waterbury,100720,66150,Single Family,Detached House,3,2,974,1.0258995,South
27-07-2019,2019,Stamford,297290,334699,Single Family,Detached House,3,1,1049,1.0258995,North
27-07-2019,2019,Norwalk,265730,403750,Single Family,Detached House,3,1,1084,1.0258995,South
27-07-2019,2019,,218940,383000,Single Family,Detached House,3,1,,1.0258995,South
27-07-2019,2019,Fairfield,180390,250000,?,Detached House,3,2,1050,1.0258995,North
28-07-2019,2019,Norwalk,496080,720000,?,Detached House,3,3,957,1.0258995,West
28-07-2019,2019,Fairfield,613550,837500,Single Family,Detached House,3,3,1088,1.0258995,North
