department,study_mode,hosteller,attendance,assignment_score,midterm_score,final_score,study_hours,backlogs,placement_selected
ECE,Offline,Yes,51,77,88,74,3.9,0,1
EE,Online,Yes,67,76,85,57,4.7,0,1
EE,Online,Yes,54,78,28,87,4,3,0
ECE,Hybrid,Yes,82,99,34,48,5.5,4,0
CE,Online,Yes,77,99,84,97,5.8,1,1
CE,Hybrid,No,85,80,74,84,3.9,0,1
CSE,Online,Yes,99,94,73,98,5.6,2,1
EE,Hybrid,No,70,38,98,46,3.2,2,0
CSE,Hybrid,No,66,85,89,73,4.9,5,0
CSE,Online,Yes,83,84,65,84,6.7,1,1
ECE,Hybrid,No,62,56,57,86,3,0,1
ME,Online,Yes,87,64,39,93,5.8,4,0
ME,Offline,Yes,77,93,46,59,3.7,1,1
ECE,Offline,No,66,76,78,64,8,3,1
ME,Hybrid,Yes,78,73,75,47,2.9,4,0
CE,Hybrid,No,51,54,45,65,0.7,3,0
CSE,Online,No,84,99,31,80,6.5,1,1
ECE,Offline,Yes,84,82,84,73,1.4,5,0
CE,Offline,Yes,93,38,62,77,6,4,0
ECE,Online,No,91,57,30,30,5.7,1,0
CE,Hybrid,Yes,81,52,51,44,7.1,1,0
CE,Hybrid,No,79,61,57,30,4,1,0
ME,Online,No,65,70,36,54,3.7,2,0
CSE,Offline,Yes,95,39,62,86,6.3,2,1
CE,Online,No,54,87,30,58,8.1,4,0
ECE,Offline,No,58,41,43,77,4.5,5,0
CE,Online,No,95,82,97,85,4.1,5,1
CSE,Offline,No,75,68,45,42,2.7,5,0
ME,Offline,Yes,71,86,64,75,5.9,4,0
EE,Offline,No,59,53,70,78,5.5,3,0
EE,Online,Yes,86,95,45,77,1.8,5,0
EE,Offline,Yes,55,98,55,38,6.1,5,0
EE,Online,Yes,89,79,68,90,1.2,2,1
ECE,Offline,Yes,58,63,89,50,6.7,2,1
CSE,Online,No,53,47,52,54,2.9,2,0
EE,Hybrid,No,65,67,33,65,2.8,4,0
EE,Hybrid,Yes,97,96,99,78,3.5,1,1
ECE,Online,Yes,76,95,67,59,4.7,2,1
ME,Hybrid,No,72,54,73,67,3.4,1,0
CE,Offline,Yes,73,49,59,36,2,5,0
ECE,Offline,No,51,99,96,74,5.6,1,1
ECE,Offline,No,73,95,58,55,5.4,3,0
CE,Offline,Yes,96,79,81,62,3.1,3,1
CSE,Offline,Yes,79,87,31,84,7,5,0
CSE,Online,Yes,64,60,26,52,6.3,4,0
ME,Offline,No,75,82,39,55,4.3,1,0
ME,Offline,No,90,85,65,70,5.6,5,0
CE,Hybrid,Yes,66,35,56,57,5.6,0,0
CE,Online,Yes,79,93,54,78,3.4,5,0
ECE,Hybrid,No,98,97,88,48,6.6,0,1
CE,Offline,No,53,37,74,35,3.1,4,0
ECE,Online,Yes,98,39,95,97,4.5,2,1
ECE,Online,Yes,76,72,60,57,4.2,2,0
CE,Offline,No,80,39,62,45,6.3,4,0
CE,Offline,No,91,95,28,90,4.1,1,1
CSE,Hybrid,No,68,97,83,78,6.3,5,1
EE,Offline,No,91,58,68,71,4.6,2,1
CE,Hybrid,Yes,61,70,59,75,0.9,3,0
ECE,Hybrid,No,53,78,80,43,7.3,3,0
EE,Offline,Yes,84,82,66,48,4.1,1,1
EE,Online,No,80,58,26,78,6.3,4,0
CE,Hybrid,No,89,96,38,87,7.4,2,1
EE,Online,Yes,66,90,89,64,7.2,4,1
EE,Hybrid,No,62,67,91,80,4.1,0,1
ECE,Online,No,83,55,89,38,6.2,2,0
ECE,Online,No,57,43,56,40,5.3,2,0
CE,Hybrid,No,81,76,73,54,2.1,3,0
ECE,Hybrid,No,99,67,74,59,5.8,2,1
CE,Online,No,80,65,69,93,5.4,4,1
ME,Online,Yes,94,72,78,98,6.1,4,1
EE,Offline,Yes,55,60,37,85,3.2,1,0
ECE,Hybrid,No,87,48,36,87,3.9,4,0
EE,Online,Yes,90,85,48,58,3.4,3,0
CE,Offline,No,50,72,31,67,5,1,0
CE,Hybrid,Yes,90,80,30,61,5,3,0
ME,Online,No,86,77,81,82,4.4,2,1
ME,Online,No,63,36,49,72,3.2,2,0
CE,Hybrid,No,58,82,41,33,3.3,4,0
CE,Offline,No,78,87,52,48,4.8,3,0
ECE,Online,No,61,47,53,85,3.9,3,0
CE,Offline,No,99,77,71,42,5.2,3,0
ME,Hybrid,No,92,81,78,30,6.5,2,1
ME,Online,No,75,68,97,75,5.7,3,1
ECE,Online,No,68,61,98,51,6,5,0
EE,Hybrid,Yes,97,51,58,58,5.9,3,0
EE,Offline,Yes,98,86,36,76,5.2,2,1
ECE,Offline,Yes,75,78,25,77,7.8,1,1
ECE,Offline,No,70,94,65,41,6,0,1
CSE,Hybrid,Yes,57,80,38,36,5.8,2,0
ECE,Online,No,65,94,39,52,3.7,4,0
CE,Online,Yes,58,73,82,43,5.2,0,1
CSE,Online,Yes,76,80,57,54,2.2,0,1
ECE,Hybrid,No,60,83,94,70,6.4,0,1
CSE,Online,No,97,63,30,68,4.9,1,1
CSE,Hybrid,No,57,65,45,55,5,5,0
EE,Offline,Yes,78,94,72,37,7,3,1
CE,Hybrid,No,72,51,90,84,4.2,1,1
ME,Hybrid,Yes,82,85,74,88,5.7,3,1
ECE,Offline,Yes,86,95,72,57,5.7,2,1
ME,Offline,No,97,94,80,77,5.3,0,1
CE,Online,No,52,78,47,93,6.2,3,0
CSE,Online,No,59,99,84,79,6.7,5,1
CSE,Offline,Yes,87,66,43,99,6.2,0,1
CE,Offline,Yes,75,99,27,57,5.8,4,0
ME,Online,No,73,98,50,52,6.6,5,0
ECE,Offline,No,52,40,38,43,4.6,1,0
CSE,Hybrid,Yes,62,44,57,33,4.2,2,0
ECE,Offline,Yes,86,97,59,46,6.1,3,1
ECE,Online,No,92,98,33,73,6.2,5,0
CE,Hybrid,Yes,82,45,84,94,2.5,1,1
ME,Online,No,86,60,89,51,5.2,4,0
CE,Hybrid,Yes,89,97,59,98,4.1,1,1
EE,Online,No,92,82,77,82,5.6,1,1
ME,Hybrid,Yes,97,87,68,32,3.1,5,0
CE,Hybrid,Yes,50,78,37,82,5.8,4,0
CSE,Hybrid,Yes,71,99,97,46,6.2,2,1
ME,Online,Yes,52,55,96,58,5.8,0,1
ECE,Hybrid,Yes,81,81,65,37,6.9,3,0
ME,Hybrid,No,99,80,25,85,5.2,3,1
CE,Offline,Yes,68,37,72,41,6,4,0
ECE,Hybrid,Yes,61,91,56,58,5.1,3,0
EE,Online,Yes,68,95,60,33,3.6,5,0
EE,Offline,No,70,61,72,88,5.6,1,1
CE,Online,No,67,63,96,78,5,2,1
ECE,Hybrid,Yes,57,59,89,74,4,4,0
EE,Hybrid,Yes,74,37,69,41,2.5,5,0
CSE,Hybrid,No,51,79,70,93,2.6,4,0
EE,Offline,Yes,76,73,56,48,2,1,0
CE,Offline,Yes,77,59,80,94,6.6,0,1
CE,Hybrid,Yes,62,87,28,54,5.2,2,0
ECE,Online,Yes,74,94,42,72,5.2,3,1
CSE,Online,Yes,82,35,53,94,4.4,3,0
CE,Online,No,57,40,29,64,7.1,2,0
ECE,Hybrid,Yes,60,83,78,78,7.5,1,1
ECE,Hybrid,Yes,63,85,35,96,5,5,0
CSE,Offline,No,72,47,91,67,5.1,2,1
EE,Offline,Yes,63,97,36,48,4.9,5,0
CSE,Offline,No,93,44,29,51,6.7,0,0
EE,Hybrid,No,56,59,81,80,4,0,1
CSE,Online,No,51,72,27,71,6.3,0,1
CSE,Offline,No,86,90,85,37,6.4,4,0
CE,Online,Yes,88,54,65,78,5.3,5,0
CE,Hybrid,Yes,80,77,58,99,9.3,2,1
CSE,Offline,No,86,73,77,50,4.9,0,1
ECE,Offline,No,65,60,52,44,5.1,2,0
EE,Offline,No,98,86,63,94,3.1,4,1
EE,Hybrid,No,56,63,38,73,4.2,1,0
ME,Online,Yes,89,98,29,60,2.3,5,0
EE,Offline,Yes,84,88,36,48,4,2,0
ME,Offline,Yes,93,79,67,43,1.6,0,1
ME,Hybrid,No,89,93,43,40,6.5,4,0
EE,Online,No,70,38,32,81,4.1,5,0
ECE,Online,No,98,65,93,90,4.9,1,1
ME,Hybrid,Yes,94,40,75,49,8.3,4,0
CE,Online,No,89,60,77,76,5.9,2,1
ME,Hybrid,No,69,86,98,84,4.9,3,1
ECE,Online,No,91,35,31,55,4,3,0
CE,Hybrid,No,83,60,72,96,9.9,1,1
ME,Offline,Yes,53,84,49,36,5.4,2,0
ME,Hybrid,Yes,92,35,87,91,5.4,4,0
ME,Online,No,85,62,25,99,7.2,3,1
CE,Online,Yes,74,95,43,43,3,4,0
CE,Offline,Yes,72,68,45,75,3.5,2,0
EE,Hybrid,No,73,74,64,78,8.7,5,0
ME,Offline,Yes,74,82,81,43,5.6,1,1
ECE,Online,No,95,79,82,46,3.4,2,1
CSE,Online,Yes,77,36,88,41,7,3,0
CE,Offline,Yes,84,64,35,91,5.4,5,0
EE,Offline,Yes,72,84,99,31,5.9,4,0
ME,Hybrid,No,60,56,37,99,-0.9,0,0
EE,Offline,No,73,37,33,93,3.3,5,0
CE,Offline,No,88,55,44,63,5.6,2,0
ME,Offline,No,77,67,56,60,1.6,5,0
CE,Online,No,84,79,30,70,3.2,0,1
CSE,Offline,No,97,45,96,38,2.7,0,1
ECE,Offline,No,99,56,64,70,4.7,1,1
CE,Hybrid,No,97,44,89,36,3.4,4,0
CE,Offline,No,83,99,44,98,5.9,1,1
CE,Online,Yes,76,67,96,33,4,1,1
CE,Offline,Yes,59,50,57,45,5.9,0,0
CSE,Online,Yes,95,98,66,97,1.8,2,1
CSE,Hybrid,Yes,68,79,35,76,5.8,2,0
CSE,Offline,Yes,80,42,67,41,5.8,4,0
CSE,Offline,No,75,83,55,37,3.5,2,0
CSE,Offline,No,69,89,29,86,4.5,2,1
ECE,Online,No,50,51,35,49,4.1,2,0
ECE,Hybrid,Yes,51,61,37,96,3.7,4,0
EE,Online,No,93,54,92,87,2.8,1,1
CE,Offline,No,54,49,55,91,3.3,2,0
ME,Hybrid,No,81,69,84,30,3.9,4,0
CSE,Hybrid,Yes,88,63,29,80,6.6,5,0
ME,Online,No,56,81,44,97,4.4,1,1
EE,Hybrid,No,97,56,86,58,6.6,4,0
CE,Online,No,66,45,54,81,2.9,2,0
CE,Offline,Yes,77,53,31,61,5.6,0,0
CE,Hybrid,Yes,81,74,72,92,8.8,4,1
CSE,Hybrid,Yes,74,80,47,42,5,1,0
EE,Online,No,60,77,39,53,5.9,1,0
ME,Offline,Yes,52,76,58,37,5.2,5,0
ECE,Offline,Yes,81,60,76,56,3.1,1,0
ME,Online,Yes,56,58,67,41,3.6,4,0
ECE,Offline,Yes,73,74,29,44,4.9,2,0
ECE,Offline,Yes,64,65,69,38,4.9,1,0
CSE,Offline,No,81,73,73,43,2.6,1,0
EE,Online,Yes,79,64,88,35,3.6,5,0
CE,Offline,Yes,90,60,25,34,5.5,0,0
CE,Hybrid,Yes,59,95,47,77,7.1,1,1
CSE,Online,Yes,88,98,62,30,6.6,1,1
CSE,Online,Yes,54,39,80,64,4.1,0,0
CSE,Offline,No,87,78,85,62,4,2,1
CSE,Online,No,50,42,62,96,5.3,4,0
ECE,Online,No,52,59,71,73,3.2,4,0
EE,Hybrid,Yes,96,90,89,35,3.3,3,0
CSE,Online,Yes,55,99,54,69,5.1,3,0
CE,Hybrid,Yes,70,70,78,96,3.1,2,1
CE,Offline,No,73,90,71,95,4.6,3,1
ECE,Online,No,54,64,97,90,7,2,1
CE,Offline,Yes,83,68,32,95,6.2,5,0
EE,Hybrid,No,91,95,89,63,5.2,0,1
ME,Online,No,78,93,66,47,5.7,3,1
ECE,Online,No,97,58,54,47,6.8,1,1
EE,Online,Yes,67,76,82,30,7.9,1,1
CE,Hybrid,Yes,73,71,75,72,4,0,1
CE,Online,No,56,48,85,61,7.2,3,0
CSE,Online,Yes,86,75,35,68,7.3,0,1
ECE,Offline,Yes,89,91,54,77,3.2,1,1
CE,Online,Yes,76,57,46,34,4.9,1,0
ME,Hybrid,No,97,77,78,31,5.6,0,1
CSE,Online,No,83,57,44,43,5.6,1,0
EE,Hybrid,Yes,97,90,54,53,6.7,2,1
ME,Offline,No,74,89,26,78,7.2,1,1
CSE,Offline,No,92,66,77,47,5.4,3,0
CE,Online,Yes,83,35,76,76,4.6,2,0
ECE,Hybrid,No,78,45,64,91,7,5,0
ME,Hybrid,No,63,63,53,58,3.2,2,0
CSE,Offline,Yes,84,81,86,98,2.2,5,1
CE,Offline,No,86,68,25,34,3.5,4,0
EE,Hybrid,No,68,95,91,36,4.9,4,0
CE,Online,Yes,98,57,55,72,3.5,2,0
ECE,Hybrid,No,59,88,54,37,4.3,4,0
ME,Offline,No,67,67,87,39,6,1,1
ME,Offline,Yes,92,96,89,31,6.1,0,1
EE,Hybrid,Yes,51,37,92,57,3.7,2,0
ME,Offline,No,91,78,94,65,3.1,1,1
EE,Hybrid,No,96,60,60,36,4.7,3,0
ME,Offline,Yes,51,87,39,85,2.5,0,1
CSE,Hybrid,Yes,64,62,40,63,7.1,2,0
CE,Hybrid,No,74,95,99,96,4.4,2,1
CSE,Hybrid,No,55,91,58,39,5,4,0
EE,Hybrid,Yes,83,84,35,50,7.6,2,1
CE,Online,Yes,67,81,61,49,5.6,1,1
ME,Hybrid,Yes,75,59,87,56,4.5,1,1
EE,Online,No,56,73,89,92,4.1,0,1
CE,Online,Yes,59,73,32,40,3.6,4,0
ME,Online,No,95,48,95,37,5.2,5,0
EE,Online,No,73,79,78,45,5,0,1
EE,Offline,Yes,67,35,54,57,6.2,4,0
EE,Offline,No,62,99,74,82,2.7,1,1
EE,Offline,No,67,94,41,76,4.4,3,0
CE,Offline,No,74,56,96,95,4.4,3,1
ECE,Offline,No,82,74,69,38,1.6,5,0
ME,Offline,No,59,38,45,48,5.5,1,0
EE,Hybrid,Yes,51,38,28,65,3.7,1,0
EE,Offline,No,62,73,76,30,2.7,5,0
CE,Hybrid,Yes,79,50,64,37,6.4,3,0
ME,Online,No,89,36,67,32,4,0,0
EE,Online,Yes,90,82,65,91,4.2,2,1
EE,Offline,Yes,55,75,88,59,7.6,2,1
ECE,Offline,No,53,66,62,75,6.8,4,0
CE,Hybrid,No,81,36,78,67,5.7,5,0
ME,Online,No,52,87,54,76,4.6,0,1
CE,Hybrid,Yes,71,75,27,42,3.4,0,0
ME,Online,Yes,97,65,40,37,5.4,3,0
CE,Online,No,53,98,80,56,4.5,4,0
ECE,Offline,No,78,36,36,56,6,4,0
CSE,Hybrid,No,60,40,98,69,4.6,0,1
ECE,Hybrid,Yes,54,77,78,75,6.2,0,1
ECE,Offline,Yes,98,39,26,50,4.2,0,0
EE,Offline,Yes,64,94,72,55,4.1,2,1
EE,Online,No,89,69,68,89,2.8,2,1
EE,Offline,Yes,63,79,91,77,7.4,4,1
CE,Offline,Yes,71,73,42,85,6,0,1
CE,Online,No,54,93,78,63,5.3,1,1
ME,Hybrid,Yes,58,68,38,49,4.1,5,0
CE,Offline,Yes,95,45,69,35,3.7,4,0
ME,Hybrid,No,74,83,89,87,3.8,5,0
ME,Hybrid,Yes,61,77,94,75,7.2,1,1
CE,Hybrid,No,86,41,74,99,6.8,1,1
ECE,Hybrid,Yes,87,88,65,95,6.4,3,1
CE,Hybrid,Yes,55,73,44,40,6.5,3,0
EE,Online,No,89,75,91,47,4.5,2,1
CE,Offline,No,74,59,92,35,3.3,0,1
EE,Offline,Yes,84,55,62,31,6.5,4,0
ME,Offline,Yes,55,94,71,44,7,2,1
CE,Hybrid,Yes,84,73,67,90,6.5,1,1
EE,Hybrid,No,92,53,42,81,4.6,3,0
CSE,Offline,Yes,62,89,38,31,4.7,1,0
CE,Offline,No,99,92,76,82,4,4,1
CSE,Online,No,93,36,65,67,5,5,0
CSE,Hybrid,No,90,70,33,63,5.1,3,0
CSE,Hybrid,Yes,91,80,66,96,2.5,2,1
ME,Online,Yes,76,81,63,79,3.9,5,0
EE,Online,Yes,65,54,33,92,1.7,5,0
ME,Offline,Yes,90,96,62,48,4.8,0,1
EE,Hybrid,No,79,72,78,37,5.9,3,0
CSE,Offline,Yes,93,91,92,51,5.2,3,1
ME,Online,No,71,45,47,48,6.4,0,0
CSE,Online,Yes,51,69,92,59,4.3,1,1
ECE,Offline,Yes,78,49,25,92,6.8,2,0
EE,Hybrid,No,84,36,29,63,2.1,4,0
ECE,Offline,No,58,45,47,47,5.9,2,0
ECE,Hybrid,Yes,77,82,67,87,4.3,1,1
ECE,Offline,Yes,81,69,90,48,3,3,0
ME,Hybrid,No,64,37,60,58,2.8,4,0
ECE,Online,Yes,52,73,53,85,7.9,0,1
ECE,Hybrid,No,95,92,67,42,5.3,3,1
ECE,Offline,No,66,55,70,66,7.3,4,0
EE,Hybrid,Yes,89,92,69,77,1.9,1,1
EE,Online,Yes,74,45,36,51,7.4,2,0
ECE,Offline,No,75,67,99,85,3.1,4,0
CE,Offline,Yes,78,80,50,47,5,1,1
ME,Offline,Yes,65,69,29,44,7.4,1,0
CSE,Offline,Yes,99,84,97,63,5.7,2,1
EE,Online,Yes,72,64,32,84,4.4,3,0
CE,Online,Yes,98,63,64,70,3.7,2,1
EE,Online,No,66,57,65,81,7.1,5,0
ME,Online,No,98,53,87,85,3.9,0,1
EE,Hybrid,Yes,77,70,81,43,6.9,4,0
ME,Online,Yes,73,43,36,46,4.2,2,0
CSE,Online,No,94,60,99,75,10,5,1
ECE,Offline,No,97,61,89,53,3.4,3,0
CSE,Hybrid,No,85,77,84,61,3,5,0
EE,Hybrid,Yes,72,80,71,76,3.1,1,1
EE,Offline,Yes,52,36,42,64,5.9,2,0
ECE,Hybrid,Yes,83,40,26,35,6,2,0
EE,Online,Yes,59,46,25,87,7.1,3,0
ECE,Hybrid,No,55,77,98,70,4.2,5,0
CE,Offline,Yes,79,60,97,95,5.1,4,1
CSE,Offline,Yes,66,47,31,44,3.2,0,0
EE,Online,No,83,65,99,45,5.2,2,1
CSE,Hybrid,No,89,94,29,34,4.4,0,1
ECE,Online,Yes,98,83,87,60,4.6,2,1
ECE,Online,No,56,90,59,75,7,1,1
ME,Offline,No,89,56,67,42,6.3,3,0
CSE,Online,No,99,90,73,96,5.4,3,1
CSE,Offline,Yes,59,94,38,99,4.3,5,0
EE,Offline,No,78,69,42,30,2.7,4,0
ME,Online,No,60,45,33,63,4,3,0
ME,Online,Yes,89,88,32,52,4.9,2,0
EE,Offline,Yes,87,76,41,85,4,1,1
CSE,Hybrid,Yes,60,81,90,94,2.6,1,1
CSE,Online,Yes,72,80,90,81,4.2,2,1
ME,Hybrid,Yes,96,59,85,45,3.3,0,1
CE,Offline,No,61,37,82,55,5.7,0,0
CE,Hybrid,Yes,96,83,73,69,1.3,5,0
ECE,Offline,No,97,68,87,75,9.2,4,1
CSE,Hybrid,Yes,62,47,46,89,7.1,2,0
CE,Offline,No,90,97,53,96,4.4,1,1
EE,Offline,No,81,90,42,47,4.6,4,0
CE,Online,No,97,49,66,88,5.1,5,0
EE,Online,Yes,68,40,34,40,5.2,1,0
CE,Hybrid,No,54,47,67,64,5.1,3,0
EE,Hybrid,No,67,65,34,81,6.2,4,0
CSE,Hybrid,No,75,89,80,30,5.4,3,0
CSE,Online,No,80,76,51,81,4.9,1,1
ME,Hybrid,Yes,72,49,30,96,4.7,0,1
EE,Online,Yes,94,94,60,65,2.8,1,1
CSE,Offline,Yes,92,59,32,85,6.7,3,0
ECE,Online,No,99,81,40,60,5.8,3,0
CE,Offline,Yes,89,37,27,40,6.8,5,0
CSE,Hybrid,Yes,73,73,59,88,6,3,1
ME,Offline,Yes,72,72,79,99,0.5,1,1
EE,Offline,No,97,93,26,63,7.9,2,1
ECE,Hybrid,No,86,55,92,41,2.1,2,0
ECE,Online,Yes,62,91,68,99,3.5,5,0
CSE,Hybrid,Yes,93,93,89,54,3.2,4,1
ME,Hybrid,Yes,98,87,63,41,2.9,1,1
ME,Hybrid,No,81,75,67,69,6.3,4,0
EE,Offline,Yes,55,37,72,54,5,4,0
ME,Online,No,71,83,89,61,4.4,4,0
CE,Hybrid,No,89,39,68,43,5.4,4,0
CE,Offline,Yes,91,39,80,90,3.5,2,1
CE,Online,Yes,79,38,41,35,5.7,2,0
EE,Online,Yes,51,59,77,80,3.6,3,0
EE,Offline,Yes,60,98,37,54,5.3,1,1
CE,Online,No,70,74,41,95,5.9,2,1
CSE,Online,No,95,59,79,71,3.7,4,0
CE,Online,No,60,66,51,49,6.6,4,0
ME,Hybrid,No,66,97,96,39,6.2,5,0
EE,Hybrid,Yes,57,67,62,84,4.2,4,0
CSE,Offline,Yes,90,68,89,67,0.8,2,1
EE,Hybrid,Yes,77,78,84,51,7.1,0,1
EE,Online,Yes,73,44,64,30,8.3,5,0
CE,Online,Yes,92,84,33,54,5,0,1
ECE,Offline,No,60,52,45,71,5.5,1,0
ME,Hybrid,Yes,72,81,87,78,5.4,3,1
EE,Online,Yes,87,83,94,46,5.4,1,1
CE,Hybrid,No,54,51,72,35,4.4,3,0
CE,Offline,No,78,67,81,48,7,3,0
CSE,Hybrid,No,73,39,59,45,4.9,1,0
ME,Hybrid,Yes,80,95,76,84,6.8,2,1
ME,Online,No,88,39,51,59,3.9,3,0
CE,Offline,No,55,90,49,72,5.7,0,1
CSE,Online,No,84,60,58,88,3.4,5,0
CSE,Offline,Yes,52,83,48,94,3.6,3,0
EE,Hybrid,Yes,71,66,95,61,4.9,1,1
ME,Hybrid,No,52,63,55,76,6.6,3,0
CSE,Hybrid,No,91,85,95,84,3.5,5,1
CSE,Hybrid,No,70,61,83,59,5.8,3,0
ME,Online,Yes,77,66,64,37,6,0,1
ECE,Offline,Yes,64,66,69,73,5.5,4,0
ME,Hybrid,No,71,63,29,74,5.7,5,0
ECE,Online,Yes,88,71,67,41,2.8,4,0
ECE,Offline,Yes,99,42,59,54,2.1,1,0
ME,Offline,No,71,39,97,73,5.5,2,1
ME,Hybrid,No,69,88,72,42,4.4,1,1
CE,Offline,Yes,59,77,55,50,4.4,1,0
EE,Online,Yes,80,56,69,65,5.4,4,0
CE,Hybrid,Yes,75,39,99,66,4,1,1
ECE,Hybrid,Yes,78,91,70,90,5.8,0,1
CSE,Hybrid,Yes,61,77,81,98,3.2,5,0
EE,Hybrid,Yes,94,60,86,80,2.8,4,0
EE,Online,No,78,99,97,96,8.2,1,1
CE,Online,No,63,70,30,84,9.2,5,0
ME,Offline,No,94,91,99,54,6.1,3,1
ME,Hybrid,Yes,68,92,29,75,5.6,0,1
EE,Hybrid,No,97,72,87,61,4,0,1
CSE,Online,Yes,69,44,73,49,4,4,0
CE,Offline,No,93,65,28,46,2.3,1,0
EE,Offline,No,80,40,63,58,6,5,0
EE,Online,No,54,92,89,84,4.6,5,0
CE,Offline,Yes,97,69,26,61,4.8,0,1
CE,Online,Yes,60,91,40,92,5.4,3,1
ECE,Online,Yes,96,90,97,52,3.3,4,1
ECE,Offline,Yes,56,99,88,36,3.4,4,0
EE,Hybrid,Yes,61,35,42,96,4.6,5,0
CE,Online,No,65,72,98,92,4.5,5,0
ECE,Offline,Yes,92,62,54,86,5.2,0,1
CE,Hybrid,No,51,42,94,30,6.4,1,0
EE,Hybrid,Yes,90,74,43,53,3.9,4,0
CE,Online,Yes,60,51,27,35,4.3,0,0
ME,Hybrid,No,80,86,30,79,3.5,2,0
ME,Offline,Yes,96,38,85,92,2.3,2,1
CE,Online,Yes,93,65,26,45,2.9,5,0
CSE,Hybrid,Yes,77,56,34,53,3.7,2,0
CSE,Online,Yes,61,39,36,71,2,5,0
CE,Online,No,52,66,31,44,8.4,0,0
CSE,Offline,No,82,80,61,97,6.1,5,1
CSE,Online,No,87,77,55,83,2.2,4,0
CE,Offline,Yes,67,88,52,45,4.4,2,0
CE,Hybrid,Yes,93,69,37,79,6.8,2,1
CE,Online,Yes,74,49,32,33,4.2,1,0
CE,Online,Yes,91,60,64,37,5.4,5,0
CSE,Online,Yes,94,44,77,68,6,2,1
CSE,Online,Yes,74,97,54,93,5,2,1
CSE,Hybrid,Yes,90,57,75,97,4.8,1,1
CSE,Hybrid,Yes,59,38,76,42,7,2,0
CE,Offline,No,90,59,88,58,3.1,4,0
CE,Online,No,68,96,26,56,2.6,0,0
CSE,Hybrid,No,93,46,37,33,2.3,5,0
CE,Hybrid,Yes,93,42,58,97,6.8,4,0
CSE,Offline,No,77,45,73,96,5.7,5,0
CE,Online,Yes,99,43,89,36,7.4,2,1
CE,Online,No,96,50,30,76,3.6,5,0
EE,Hybrid,No,77,73,86,37,8.7,0,1
ME,Online,No,72,89,71,31,4.5,1,1
ECE,Offline,No,80,90,82,58,4.9,4,1
CSE,Online,Yes,66,89,46,32,5.9,3,0
CSE,Hybrid,No,60,46,53,69,4.4,1,0
ECE,Online,No,79,94,93,78,5.9,2,1
CSE,Offline,Yes,79,94,41,52,6.2,2,1
ECE,Online,Yes,65,65,65,38,5.4,0,0
EE,Hybrid,No,62,82,65,70,3.8,2,0
EE,Hybrid,No,51,46,71,97,3.8,5,0
ME,Offline,No,66,85,96,30,2,4,0
EE,Online,Yes,98,42,66,98,5,0,1
EE,Online,No,59,71,58,31,4,0,0
ME,Online,Yes,58,64,50,84,4.9,4,0
CSE,Hybrid,Yes,71,52,31,67,7.4,1,0
ME,Hybrid,No,75,74,43,88,5.1,2,1
ME,Offline,Yes,54,44,48,72,4.5,3,0
EE,Online,No,79,81,44,67,5.5,5,0
CE,Hybrid,No,85,98,54,83,5.4,5,1
ECE,Online,No,91,93,53,35,6.8,3,0
CSE,Hybrid,No,64,77,43,45,4.5,2,0
ECE,Hybrid,No,60,46,55,40,3.5,5,0
EE,Hybrid,Yes,65,52,44,66,3.4,0,0
EE,Offline,Yes,92,95,39,38,5.4,4,0
CE,Hybrid,Yes,95,56,32,40,4.4,4,0
ME,Online,No,91,82,76,97,5.1,0,1
EE,Offline,No,86,56,27,76,3.7,4,0
EE,Hybrid,No,92,62,62,49,4.9,0,1
ECE,Hybrid,Yes,62,48,61,66,5.3,1,0
ECE,Hybrid,Yes,87,37,46,38,4.3,4,0
ECE,Hybrid,No,60,70,98,71,6,2,1
ECE,Offline,No,59,43,83,55,5.9,0,1
CSE,Hybrid,No,82,35,38,49,2.1,3,0
EE,Hybrid,No,69,49,84,42,5.7,4,0
ME,Hybrid,No,57,60,47,60,5.5,1,0
CE,Online,No,95,66,55,65,2.8,1,1
EE,Hybrid,Yes,95,87,89,30,6.5,0,1
ECE,Online,No,70,53,58,63,3.1,2,0
CSE,Online,No,50,89,30,38,3.5,0,0
CE,Hybrid,No,92,95,66,73,7.7,3,1
CE,Offline,No,83,65,91,58,5.3,1,1
ECE,Online,Yes,64,55,35,91,5.9,5,0
ME,Hybrid,Yes,70,75,25,53,5.9,3,0
CSE,Online,No,65,88,42,85,4.3,2,1
EE,Hybrid,Yes,64,71,94,99,6.8,1,1
ECE,Offline,Yes,65,88,94,35,7,2,1
CSE,Hybrid,Yes,84,89,52,89,4.3,5,0
EE,Online,No,75,52,72,50,5.6,1,0
CE,Online,No,58,82,33,61,3.9,1,0
ME,Online,No,90,46,73,43,5.2,2,0
CE,Offline,No,74,86,83,77,3.5,2,1
CE,Offline,No,69,50,57,61,2.8,5,0
ME,Offline,Yes,93,93,75,31,2.5,0,1
CSE,Offline,Yes,97,82,44,37,5,4,0
CE,Offline,No,63,92,74,79,5.1,2,1
CE,Hybrid,Yes,72,97,59,42,3.1,3,0
ME,Online,No,64,70,78,81,3,5,0
CSE,Offline,No,57,54,37,47,3.8,2,0
CE,Online,Yes,79,48,94,79,4.3,4,0
CE,Hybrid,No,50,36,27,36,2.9,1,0
ECE,Offline,Yes,58,66,86,75,4.6,2,1
ME,Online,Yes,55,38,86,77,3.1,4,0
CE,Offline,Yes,67,69,47,53,4.2,1,0
